FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
110905;1700;28;;;
110905;1800;15;;;
110905;1900;4;;;
110905;2000;4;;;
110905;2100;3;;;
110905;2200;3;;;
110905;2300;3;;;
110906;0000;3;;;
110906;0100;3;;;
110906;0200;3;;;
110906;0300;3;;;
110906;0400;1;;;
110906;0500;3;;;
110906;0600;3;;;
110906;0700;3;;;
110906;0800;4;;;
110906;0900;10;;;
110906;1000;13;;;
110906;1100;23;;;
110906;1200;29;;;
110906;1300;33;;;
110906;1400;36;;;
110906;1500;35;;;
110906;1600;32;;;
110906;1700;25;;;
110906;1800;19;;;
110906;1900;9;;;
110906;2000;4;;;
110906;2100;3;;;
110906;2200;4;;;
110906;2300;3;;;
110907;0000;3;;;
110907;0100;3;;;
110907;0200;3;;;
110907;0300;3;;;
110907;0400;2;;;
110907;0500;3;;;
110907;0600;3;;;
110907;0700;3;;;
110907;0800;3;;;
110907;0900;7;;;
110907;1000;12;;;
110907;1100;18;;;
110907;1200;27;;;
110907;1300;34;;;
110907;1400;39;;;
110907;1500;37;;;
110907;1600;38;;;
110907;1700;30;;;
110907;1800;14;;;
110907;1900;7;;;
110907;2000;3;;;
110907;2100;3;;;
110907;2200;3;;;
110907;2300;3;;;
110908;0000;3;;;
110908;0100;2;;;
110908;0200;1;;;
110908;0300;1;;;
110908;0400;2;;;
110908;0500;3;;;
110908;0600;3;;;
110908;0700;3;;;
110908;0800;4;;;
110908;0900;7;;;
110908;1000;15;;;
110908;1100;19;;;
110908;1200;28;;;
110908;1300;27;;;
110908;1400;32;;;
110908;1500;30;;;
110908;1600;25;;;
110908;1700;16;;;
110908;1800;10;;;
110908;1900;4;;;
110908;2000;3;;;
110908;2100;3;;;
110908;2200;6;;;
110908;2300;6;;;
110909;0000;3;;;
110909;0100;3;;;
110909;0200;3;;;
110909;0300;3;;;
110909;0400;2;;;
110909;0500;3;;;
110909;0600;3;;;
110909;0700;3;;;
110909;0800;3;;;
110909;0900;7;;;
110909;1000;10;;;
110909;1100;12;;;
110909;1200;13;;;
110909;1300;21;;;
110909;1400;26;;;
110909;1500;33;;;
110909;1600;30;;;
110909;1700;22;;;
110909;1800;11;;;
110909;1900;5;;;
110909;2000;6;;;
110909;2100;4;;;
110909;2200;3;;;
110909;2300;3;;;
110910;0000;3;;;
110910;0100;4;;;
110910;0200;2;;;
110910;0300;2;;;
110910;0400;2;;;
110910;0500;3;;;
110910;0600;3;;;
110910;0700;3;;;
110910;0800;5;;;
110910;0900;10;;;
110910;1000;14;;;
110910;1100;21;;;
110910;1200;31;;;
110910;1300;37;;;
110910;1400;37;;;
110910;1500;35;;;
110910;1600;34;;;
110910;1700;28;;;
110910;1800;17;;;
110910;1900;10;;;
110910;2000;4;;;
110910;2100;4;;;
110910;2200;4;;;
110910;2300;4;;;
110911;0000;4;;;
110911;0100;3;;;
110911;0200;3;;;
110911;0300;3;;;
110911;0400;3;;;
110911;0500;3;;;
110911;0600;3;;;
110911;0700;3;;;
110911;0800;6;;;
110911;0900;14;;;
110911;1000;26;;;
110911;1100;36;;;
110911;1200;48;;;
110911;1300;49;;;
110911;1400;44;;;
110911;1500;41;;;
110911;1600;37;;;
110911;1700;32;;;
110911;1800;16;;;
110911;1900;3;;;
110911;2000;3;;;
110911;2100;3;;;
110911;2200;3;;;
110911;2300;3;;;
110912;0000;;;;
110912;0100;;;;
110912;0200;;;;
110912;0300;;;;
110912;0400;3;;;
110912;0500;3;;;
110912;0600;3;;;
110912;0700;3;;;
110912;0800;4;;;
110912;0900;8;;;
110912;1000;17;;;
110912;1100;24;;;
110912;1200;31;;;
110912;1300;41;;;
110912;1400;39;;;
110912;1500;34;;;
110912;1600;35;;;
110912;1700;25;;;
110912;1800;13;;;
110912;1900;3;;;
110912;2000;4;;;
110912;2100;3;;;
110912;2200;3;;;
110912;2300;3;;;
110913;0000;3;;;
110913;0100;3;;;
110913;0200;3;;;
110913;0300;3;;;
110913;0400;3;;;
110913;0500;3;;;
110913;0600;3;;;
110913;0700;3;;;
110913;0800;5;;;
110913;0900;16;;;
110913;1000;19;;;
110913;1100;34;;;
110913;1200;45;;;
110913;1300;53;;;
110913;1400;58;;;
110913;1500;53;;;
110913;1600;45;;;
110913;1700;37;;;
110913;1800;11;;;
110913;1900;10;;;
110913;2000;6;;;
110913;2100;3;;;
110913;2200;3;;;
110913;2300;3;;;
110914;0000;3;;;
110914;0100;3;;;
110914;0200;3;;;
110914;0300;3;;;
110914;0400;3;;;
110914;0500;3;;;
110914;0600;3;;;
110914;0700;3;;;
110914;0800;6;;;
110914;0900;14;;;
110914;1000;23;;;
110914;1100;33;;;
110914;1200;42;;;
110914;1300;32;;;
110914;1400;30;;;
110914;1500;25;;;
110914;1600;22;;;
110914;1700;18;;;
110914;1800;7;;;
110914;1900;1;;;
110914;2000;1;;;
110914;2100;1;;;
110914;2200;1;;;
110914;2300;1;;;
110915;0000;1;;;
110915;0100;4;;;
110915;0200;1;;;
110915;0300;1;;;
110915;0400;1;;;
110915;0500;1;;;
110915;0600;1;;;
110915;0700;1;;;
110915;0800;2;;;
110915;0900;5;;;
110915;1000;8;;;
110915;1100;12;;;
110915;1200;25;;;
110915;1300;41;;;
110915;1400;47;;;
110915;1500;45;;;
110915;1600;37;;;
110915;1700;31;;;
110915;1800;19;;;
110915;1900;12;;;
110915;2000;9;;;
110915;2100;10;;;
110915;2200;9;;;
110915;2300;8;;;
110916;0000;13;;;
110916;0100;14;;;
110916;0200;19;;;
110916;0300;20;;;
110916;0400;19;;;
110916;0500;7;;;
110916;0600;2;;;
110916;0700;2;;;
110916;0800;5;;;
110916;0900;6;;;
110916;1000;10;;;
110916;1100;15;;;
110916;1200;20;;;
110916;1300;29;;;
110916;1400;29;;;
110916;1500;28;;;
110916;1600;23;;;
110916;1700;21;;;
110916;1800;13;;;
110916;1900;5;;;
110916;2000;1;;;
110916;2100;1;;;
110916;2200;1;;;
110916;2300;1;;;
110917;0000;1;;;
110917;0100;1;;;
110917;0200;1;;;
110917;0300;1;;;
110917;0400;1;;;
110917;0500;1;;;
110917;0600;1;;;
110917;0700;1;;;
110917;0800;1;;;
110917;0900;3;;;
110917;1000;12;;;
110917;1100;27;;;
110917;1200;30;;;
110917;1300;27;;;
110917;1400;34;;;
110917;1500;33;;;
110917;1600;33;;;
110917;1700;29;;;
110917;1800;9;;;
110917;1900;1;;;
110917;2000;3;;;
110917;2100;3;;;
110917;2200;2;;;
110917;2300;1;;;
110918;0000;1;;;
110918;0100;1;;;
110918;0200;1;;;
110918;0300;1;;;
110918;0400;1;;;
110918;0500;1;;;
110918;0600;1;;;
110918;0700;1;;;
110918;0800;3;;;
110918;0900;10;;;
110918;1000;22;;;
110918;1100;35;;;
110918;1200;39;;;
110918;1300;49;;;
110918;1400;55;;;
110918;1500;53;;;
110918;1600;48;;;
110918;1700;39;;;
110918;1800;22;;;
110918;1900;14;;;
110918;2000;2;;;
110918;2100;1;;;
110918;2200;1;;;
110918;2300;1;;;
110919;0000;3;;;
110919;0100;6;;;
110919;0200;3;;;
110919;0300;1;;;
110919;0400;1;;;
110919;0500;1;;;
110919;0600;1;;;
110919;0700;1;;;
110919;0800;3;;;
110919;0900;8;;;
110919;1000;20;;;
110919;1100;35;;;
110919;1200;43;;;
110919;1300;55;;;
110919;1400;63;;;
110919;1500;48;;;
110919;1600;44;;;
110919;1700;38;;;
110919;1800;23;;;
110919;1900;4;;;
110919;2000;1;;;
110919;2100;1;;;
110919;2200;1;;;
110919;2300;1;;;
110920;0000;1;;;
110920;0100;1;;;
110920;0200;1;;;
110920;0300;1;;;
110920;0400;1;;;
110920;0500;1;;;
110920;0600;1;;;
110920;0700;1;;;
110920;0800;3;;;
110920;0900;9;;;
110920;1000;19;;;
110920;1100;28;;;
110920;1200;36;;;
110920;1300;55;;;
110920;1400;54;;;
110920;1500;41;;;
110920;1600;38;;;
110920;1700;35;;;
110920;1800;10;;;
110920;1900;1;;;
110920;2000;1;;;
110920;2100;1;;;
110920;2200;1;;;
110920;2300;1;;;
110921;0000;1;;;
110921;0100;1;;;
110921;0200;1;;;
110921;0300;1;;;
110921;0400;1;;;
110921;0500;1;;;
110921;0600;1;;;
110921;0700;1;;;
110921;0800;3;;;
110921;0900;8;;;
110921;1000;17;;;
110921;1100;22;;;
110921;1200;37;;;
110921;1300;46;;;
110921;1400;45;;;
110921;1500;40;;;
110921;1600;21;;;
110921;1700;23;;;
110921;1800;18;;;
110921;1900;5;;;
110921;2000;13;;;
110921;2100;17;;;
110921;2200;16;;;
110921;2300;17;;;
110922;0000;15;;;
110922;0100;16;;;
110922;0200;14;;;
110922;0300;15;;;
110922;0400;15;;;
110922;0500;9;;;
110922;0600;3;;;
110922;0700;4;;;
110922;0800;6;;;
110922;0900;7;;;
110922;1000;13;;;
110922;1100;20;;;
110922;1200;25;;;
110922;1300;35;;;
110922;1400;43;;;
110922;1500;42;;;
110922;1600;37;;;
110922;1700;30;;;
110922;1800;18;;;
110922;1900;12;;;
110922;2000;4;;;
110922;2100;1;;;
110922;2200;1;;;
110922;2300;1;;;
110923;0000;1;;;
110923;0100;1;;;
110923;0200;1;;;
110923;0300;1;;;
110923;0400;1;;;
110923;0500;1;;;
110923;0600;1;;;
110923;0700;1;;;
110923;0800;3;;;
110923;0900;8;;;
110923;1000;22;;;
110923;1100;28;;;
110923;1200;39;;;
110923;1300;47;;;
110923;1400;47;;;
110923;1500;39;;;
110923;1600;29;;;
110923;1700;22;;;
110923;1800;5;;;
110923;1900;1;;;
110923;2000;1;;;
110923;2100;1;;;
110923;2200;1;;;
110923;2300;1;;;
110924;0000;1;;;
110924;0100;1;;;
110924;0200;1;;;
110924;0300;1;;;
110924;0400;1;;;
110924;0500;1;;;
110924;0600;1;;;
110924;0700;1;;;
110924;0800;5;;;
110924;0900;15;;;
110924;1000;29;;;
110924;1100;41;;;
110924;1200;53;;;
110924;1300;60;;;
110924;1400;50;;;
110924;1500;51;;;
110924;1600;53;;;
110924;1700;46;;;
110924;1800;30;;;
110924;1900;16;;;
110924;2000;;;;
110924;2100;;;;
110924;2200;1;;;
110924;2300;1;;;
110925;0000;1;;;
110925;0100;1;;;
110925;0200;1;;;
110925;0300;1;;;
110925;0400;1;;;
110925;0500;1;;;
110925;0600;1;;;
110925;0700;1;;;
110925;0800;6;;;
110925;0900;15;;;
110925;1000;24;;;
110925;1100;38;;;
110925;1200;46;;;
110925;1300;45;;;
110925;1400;47;;;
110925;1500;43;;;
110925;1600;38;;;
110925;1700;29;;;
110925;1800;19;;;
110925;1900;2;;;
110925;2000;1;;;
110925;2100;1;;;
110925;2200;1;;;
110925;2300;1;;;
110926;0000;1;;;
110926;0100;2;;;
110926;0200;4;;;
110926;0300;3;;;
110926;0400;3;;;
110926;0500;1;;;
110926;0600;1;;;
110926;0700;1;;;
110926;0800;1;;;
110926;0900;6;;;
110926;1000;13;;;
110926;1100;26;;;
110926;1200;41;;;
110926;1300;50;;;
110926;1400;55;;;
110926;1500;52;;;
110926;1600;46;;;
110926;1700;36;;;
110926;1800;12;;;
110926;1900;1;;;
110926;2000;1;;;
110926;2100;1;;;
110926;2200;1;;;
110926;2300;1;;;
110927;0000;1;;;
110927;0100;1;;;
110927;0200;1;;;
110927;0300;1;;;
110927;0400;2;;;
110927;0500;1;;;
110927;0600;1;;;
110927;0700;1;;;
110927;0800;3;;;
110927;0900;10;;;
110927;1000;26;;;
110927;1100;36;;;
110927;1200;55;;;
110927;1300;79;;;
110927;1400;76;;;
110927;1500;54;;;
110927;1600;41;;;
110927;1700;34;;;
110927;1800;17;;;
110927;1900;1;;;
110927;2000;1;;;
110927;2100;1;;;
110927;2200;1;;;
110927;2300;1;;;
110928;0000;1;;;
110928;0100;1;;;
110928;0200;1;;;
110928;0300;1;;;
110928;0400;1;;;
110928;0500;1;;;
110928;0600;1;;;
110928;0700;1;;;
110928;0800;3;;;
110928;0900;8;;;
110928;1000;17;;;
110928;1100;31;;;
110928;1200;37;;;
110928;1300;40;;;
110928;1400;39;;;
110928;1500;41;;;
110928;1600;33;;;
110928;1700;25;;;
110928;1800;18;;;
110928;1900;7;;;
110928;2000;2;;;
110928;2100;1;;;
110928;2200;1;;;
110928;2300;1;;;
110929;0000;1;;;
110929;0100;1;;;
110929;0200;1;;;
110929;0300;1;;;
110929;0400;1;;;
110929;0500;1;;;
110929;0600;1;;;
110929;0700;1;;;
110929;0800;6;;;
110929;0900;10;;;
110929;1000;17;;;
110929;1100;25;;;
110929;1200;37;;;
110929;1300;39;;;
110929;1400;40;;;
110929;1500;39;;;
110929;1600;38;;;
110929;1700;34;;;
110929;1800;26;;;
110929;1900;4;;;
110929;2000;1;;;
110929;2100;2;;;
110929;2200;1;;;
110929;2300;1;;;
110930;0000;1;;;
110930;0100;1;;;
110930;0200;1;;;
110930;0300;1;;;
110930;0400;1;;;
110930;0500;1;;;
110930;0600;1;;;
110930;0700;1;;;
110930;0800;2;;;
110930;0900;9;;;
110930;1000;18;;;
110930;1100;31;;;
110930;1200;43;;;
110930;1300;54;;;
110930;1400;56;;;
110930;1500;48;;;
110930;1600;33;;;
110930;1700;26;;;
110930;1800;19;;;
110930;1900;12;;;
110930;2000;11;;;
110930;2100;4;;;
110930;2200;1;;;
110930;2300;3;;;
111001;0000;5;;;
111001;0100;2;;;
111001;0200;8;;;
111001;0300;9;;;
111001;0400;13;;;
111001;0500;2;;;
111001;0600;1;;;
111001;0700;3;;;
111001;0800;9;;;
111001;0900;19;;;
111001;1000;21;;;
111001;1100;32;;;
111001;1200;42;;;
111001;1300;45;;;
111001;1400;50;;;
111001;1500;51;;;
111001;1600;44;;;
111001;1700;38;;;
111001;1800;27;;;
111001;1900;11;;;
111001;2000;15;;;
111001;2100;3;;;
111001;2200;1;;;
111001;2300;1;;;
111002;0000;1;;;
111002;0100;1;;;
111002;0200;1;;;
111002;0300;1;;;
111002;0400;1;;;
111002;0500;1;;;
111002;0600;1;;;
111002;0700;3;;;
111002;0800;14;;;
111002;0900;25;;;
111002;1000;37;;;
111002;1100;51;;;
111002;1200;66;;;
111002;1300;81;;;
111002;1400;68;;;
111002;1500;57;;;
111002;1600;54;;;
111002;1700;49;;;
111002;1800;37;;;
111002;1900;25;;;
111002;2000;14;;;
111002;2100;1;;;
111002;2200;1;;;
111002;2300;1;;;
111003;0000;1;;;
111003;0100;2;;;
111003;0200;6;;;
111003;0300;4;;;
111003;0400;1;;;
111003;0500;1;;;
111003;0600;1;;;
111003;0700;5;;;
111003;0800;16;;;
111003;0900;18;;;
111003;1000;23;;;
111003;1100;29;;;
111003;1200;30;;;
111003;1300;35;;;
111003;1400;39;;;
111003;1500;36;;;
111003;1600;33;;;
111003;1700;26;;;
111003;1800;19;;;
111003;1900;19;;;
111003;2000;17;;;
111003;2100;11;;;
111003;2200;5;;;
111003;2300;2;;;
111004;0000;1;;;
111004;0100;4;;;
111004;0200;15;;;
111004;0300;17;;;
111004;0400;14;;;
111004;0500;6;;;
111004;0600;6;;;
111004;0700;13;;;
111004;0800;15;;;
111004;0900;15;;;
111004;1000;22;;;
111004;1100;32;;;
111004;1200;38;;;
111004;1300;41;;;
111004;1400;41;;;
111004;1500;39;;;
111004;1600;34;;;
111004;1700;25;;;
111004;1800;15;;;
111004;1900;12;;;
111004;2000;8;;;
111004;2100;12;;;
111004;2200;9;;;
111004;2300;4;;;
111005;0000;5;;;
111005;0100;2;;;
111005;0200;1;;;
111005;0300;1;;;
111005;0400;1;;;
111005;0500;1;;;
111005;0600;1;;;
111005;0700;1;;;
111005;0800;1;;;
111005;0900;3;;;
111005;1000;11;;;
111005;1100;17;;;
111005;1200;39;;;
111005;1300;50;;;
111005;1400;53;;;
111005;1500;53;;;
111005;1600;49;;;
111005;1700;39;;;
111005;1800;21;;;
111005;1900;11;;;
111005;2000;15;;;
111005;2100;13;;;
111005;2200;20;;;
111005;2300;11;;;
111006;0000;5;;;
111006;0100;2;;;
111006;0200;2;;;
111006;0300;2;;;
111006;0400;1;;;
111006;0500;1;;;
111006;0600;1;;;
111006;0700;2;;;
111006;0800;9;;;
111006;0900;13;;;
111006;1000;12;;;
111006;1100;22;;;
111006;1200;24;;;
111006;1300;29;;;
111006;1400;33;;;
111006;1500;28;;;
111006;1600;22;;;
111006;1700;21;;;
111006;1800;14;;;
111006;1900;5;;;
111006;2000;2;;;
111006;2100;2;;;
111006;2200;2;;;
111006;2300;7;;;
111007;0000;6;;;
111007;0100;10;;;
111007;0200;12;;;
111007;0300;15;;;
111007;0400;14;;;
111007;0500;7;;;
111007;0600;1;;;
111007;0700;1;;;
111007;0800;3;;;
111007;0900;4;;;
111007;1000;9;;;
111007;1100;12;;;
111007;1200;12;;;
111007;1300;18;;;
111007;1400;21;;;
111007;1500;24;;;
111007;1600;22;;;
111007;1700;16;;;
111007;1800;11;;;
111007;1900;7;;;
111007;2000;3;;;
111007;2100;9;;;
111007;2200;12;;;
111007;2300;9;;;
111008;0000;14;;;
111008;0100;15;;;
111008;0200;17;;;
111008;0300;17;;;
111008;0400;15;;;
111008;0500;4;;;
111008;0600;1;;;
111008;0700;5;;;
111008;0800;14;;;
111008;0900;16;;;
111008;1000;22;;;
111008;1100;27;;;
111008;1200;31;;;
111008;1300;33;;;
111008;1400;34;;;
111008;1500;35;;;
111008;1600;36;;;
111008;1700;34;;;
111008;1800;24;;;
111008;1900;9;;;
111008;2000;2;;;
111008;2100;1;;;
111008;2200;1;;;
111008;2300;1;;;
111009;0000;1;;;
111009;0100;1;;;
111009;0200;1;;;
111009;0300;1;;;
111009;0400;1;;;
111009;0500;1;;;
111009;0600;1;;;
111009;0700;3;;;
111009;0800;14;;;
111009;0900;22;;;
111009;1000;30;;;
111009;1100;38;;;
111009;1200;47;;;
111009;1300;55;;;
111009;1400;56;;;
111009;1500;52;;;
111009;1600;47;;;
111009;1700;40;;;
111009;1800;25;;;
111009;1900;16;;;
111009;2000;14;;;
111009;2100;10;;;
111009;2200;2;;;
111009;2300;1;;;
111010;0000;3;;;
111010;0100;2;;;
111010;0200;1;;;
111010;0300;1;;;
111010;0400;1;;;
111010;0500;1;;;
111010;0600;1;;;
111010;0700;8;;;
111010;0800;16;;;
111010;0900;21;;;
111010;1000;26;;;
111010;1100;30;;;
111010;1200;34;;;
111010;1300;40;;;
111010;1400;36;;;
111010;1500;37;;;
111010;1600;36;;;
111010;1700;33;;;
111010;1800;24;;;
111010;1900;13;;;
111010;2000;7;;;
111010;2100;2;;;
111010;2200;1;;;
111010;2300;1;;;
111011;0000;3;;;
111011;0100;4;;;
111011;0200;3;;;
111011;0300;4;;;
111011;0400;6;;;
111011;0500;1;;;
111011;0600;1;;;
111011;0700;1;;;
111011;0800;8;;;
111011;0900;9;;;
111011;1000;13;;;
111011;1100;20;;;
111011;1200;26;;;
111011;1300;27;;;
111011;1400;29;;;
111011;1500;26;;;
111011;1600;21;;;
111011;1700;19;;;
111011;1800;15;;;
111011;1900;17;;;
111011;2000;19;;;
111011;2100;18;;;
111011;2200;19;;;
111011;2300;16;;;
111012;0000;14;;;
111012;0100;20;;;
111012;0200;19;;;
111012;0300;20;;;
111012;0400;18;;;
111012;0500;9;;;
111012;0600;2;;;
111012;0700;3;;;
111012;0800;12;;;
111012;0900;17;;;
111012;1000;22;;;
111012;1100;28;;;
111012;1200;34;;;
111012;1300;33;;;
111012;1400;34;;;
111012;1500;32;;;
111012;1600;28;;;
111012;1700;26;;;
111012;1800;20;;;
111012;1900;16;;;
111012;2000;11;;;
111012;2100;14;;;
111012;2200;17;;;
111012;2300;20;;;
111013;0000;16;;;
111013;0100;9;;;
111013;0200;14;;;
111013;0300;10;;;
111013;0400;8;;;
111013;0500;3;;;
111013;0600;1;;;
111013;0700;4;;;
111013;0800;8;;;
111013;0900;10;;;
111013;1000;16;;;
111013;1100;23;;;
111013;1200;30;;;
111013;1300;33;;;
111013;1400;36;;;
111013;1500;34;;;
111013;1600;31;;;
111013;1700;23;;;
111013;1800;16;;;
111013;1900;12;;;
111013;2000;10;;;
111013;2100;2;;;
111013;2200;2;;;
111013;2300;4;;;
111014;0000;9;;;
111014;0100;13;;;
111014;0200;18;;;
111014;0300;18;;;
111014;0400;15;;;
111014;0500;6;;;
111014;0600;1;;;
111014;0700;1;;;
111014;0800;5;;;
111014;0900;10;;;
111014;1000;18;;;
111014;1100;22;;;
111014;1200;27;;;
111014;1300;32;;;
111014;1400;34;;;
111014;1500;31;;;
111014;1600;30;;;
111014;1700;30;;;
111014;1800;20;;;
111014;1900;10;;;
111014;2000;8;;;
111014;2100;5;;;
111014;2200;2;;;
111014;2300;2;;;
111015;0000;1;;;
111015;0100;1;;;
111015;0200;1;;;
111015;0300;1;;;
111015;0400;1;;;
111015;0500;1;;;
111015;0600;1;;;
111015;0700;2;;;
111015;0800;11;;;
111015;0900;18;;;
111015;1000;24;;;
111015;1100;33;;;
111015;1200;41;;;
111015;1300;42;;;
111015;1400;45;;;
111015;1500;43;;;
111015;1600;43;;;
111015;1700;39;;;
111015;1800;23;;;
111015;1900;10;;;
111015;2000;1;;;
111015;2100;1;;;
111015;2200;1;;;
111015;2300;1;;;
111016;0000;1;;;
111016;0100;1;;;
111016;0200;1;;;
111016;0300;1;;;
111016;0400;1;;;
111016;0500;1;;;
111016;0600;1;;;
111016;0700;3;;;
111016;0800;14;;;
111016;0900;25;;;
111016;1000;33;;;
111016;1100;37;;;
111016;1200;35;;;
111016;1300;39;;;
111016;1400;40;;;
111016;1500;36;;;
111016;1600;37;;;
111016;1700;36;;;
111016;1800;29;;;
111016;1900;10;;;
111016;2000;1;;;
111016;2100;1;;;
111016;2200;1;;;
111016;2300;1;;;
111017;0000;1;;;
111017;0100;1;;;
111017;0200;1;;;
111017;0300;1;;;
111017;0400;1;;;
111017;0500;1;;;
111017;0600;1;;;
111017;0700;1;;;
111017;0800;9;;;
111017;0900;10;;;
111017;1000;20;;;
111017;1100;24;;;
111017;1200;29;;;
111017;1300;31;;;
111017;1400;29;;;
111017;1500;31;;;
111017;1600;29;;;
111017;1700;26;;;
111017;1800;18;;;
111017;1900;6;;;
111017;2000;1;;;
111017;2100;1;;;
111017;2200;1;;;
111017;2300;1;;;
111018;0000;1;;;
111018;0100;1;;;
111018;0200;1;;;
111018;0300;1;;;
111018;0400;1;;;
111018;0500;1;;;
111018;0600;1;;;
111018;0700;2;;;
111018;0800;8;;;
111018;0900;11;;;
111018;1000;21;;;
111018;1100;33;;;
111018;1200;45;;;
111018;1300;46;;;
111018;1400;49;;;
111018;1500;50;;;
111018;1600;51;;;
111018;1700;44;;;
111018;1800;29;;;
111018;1900;10;;;
111018;2000;2;;;
111018;2100;1;;;
111018;2200;1;;;
111018;2300;1;;;
111019;0000;1;;;
111019;0100;1;;;
111019;0200;1;;;
111019;0300;1;;;
111019;0400;1;;;
111019;0500;1;;;
111019;0600;1;;;
111019;0700;3;;;
111019;0800;16;;;
111019;0900;24;;;
111019;1000;37;;;
111019;1100;47;;;
111019;1200;53;;;
111019;1300;56;;;
111019;1400;58;;;
111019;1500;60;;;
111019;1600;56;;;
111019;1700;46;;;
111019;1800;27;;;
111019;1900;10;;;
111019;2000;1;;;
111019;2100;1;;;
111019;2200;1;;;
111019;2300;1;;;
111020;0000;1;;;
111020;0100;1;;;
111020;0200;1;;;
111020;0300;1;;;
111020;0400;1;;;
111020;0500;1;;;
111020;0600;1;;;
111020;0700;2;;;
111020;0800;12;;;
111020;0900;20;;;
111020;1000;28;;;
111020;1100;46;;;
111020;1200;70;;;
111020;1300;74;;;
111020;1400;69;;;
111020;1500;60;;;
111020;1600;52;;;
111020;1700;41;;;
111020;1800;27;;;
111020;1900;18;;;
111020;2000;16;;;
111020;2100;10;;;
111020;2200;14;;;
111020;2300;13;;;
111021;0000;3;;;
111021;0100;1;;;
111021;0200;1;;;
111021;0300;1;;;
111021;0400;1;;;
111021;0500;1;;;
111021;0600;1;;;
111021;0700;2;;;
111021;0800;6;;;
111021;0900;14;;;
111021;1000;30;;;
111021;1100;39;;;
111021;1200;48;;;
111021;1300;54;;;
111021;1400;56;;;
111021;1500;54;;;
111021;1600;47;;;
111021;1700;37;;;
111021;1800;26;;;
111021;1900;16;;;
111021;2000;9;;;
111021;2100;3;;;
111021;2200;1;;;
111021;2300;1;;;
111022;0000;1;;;
111022;0100;1;;;
111022;0200;1;;;
111022;0300;1;;;
111022;0400;1;;;
111022;0500;1;;;
111022;0600;1;;;
111022;0700;4;;;
111022;0800;13;;;
111022;0900;22;;;
111022;1000;31;;;
111022;1100;46;;;
111022;1200;56;;;
111022;1300;60;;;
111022;1400;58;;;
111022;1500;52;;;
111022;1600;44;;;
111022;1700;39;;;
111022;1800;30;;;
111022;1900;18;;;
111022;2000;10;;;
111022;2100;10;;;
111022;2200;2;;;
111022;2300;1;;;
111023;0000;1;;;
111023;0100;1;;;
111023;0200;1;;;
111023;0300;1;;;
111023;0400;1;;;
111023;0500;1;;;
111023;0600;1;;;
111023;0700;6;;;
111023;0800;18;;;
111023;0900;31;;;
111023;1000;45;;;
111023;1100;54;;;
111023;1200;48;;;
111023;1300;43;;;
111023;1400;40;;;
111023;1500;39;;;
111023;1600;38;;;
111023;1700;35;;;
111023;1800;34;;;
111023;1900;27;;;
111023;2000;18;;;
111023;2100;15;;;
111023;2200;14;;;
111023;2300;13;;;
111024;0000;21;;;
111024;0100;21;;;
111024;0200;19;;;
111024;0300;20;;;
111024;0400;17;;;
111024;0500;14;;;
111024;0600;12;;;
111024;0700;13;;;
111024;0800;9;;;
111024;0900;10;;;
111024;1000;15;;;
111024;1100;19;;;
111024;1200;27;;;
111024;1300;33;;;
111024;1400;35;;;
111024;1500;35;;;
111024;1600;33;;;
111024;1700;26;;;
111024;1800;17;;;
111024;1900;4;;;
111024;2000;2;;;
111024;2100;1;;;
111024;2200;1;;;
111024;2300;1;;;
111025;0000;1;;;
111025;0100;1;;;
111025;0200;2;;;
111025;0300;1;;;
111025;0400;1;;;
111025;0500;1;;;
111025;0600;1;;;
111025;0700;2;;;
111025;0800;9;;;
111025;0900;16;;;
111025;1000;30;;;
111025;1100;40;;;
111025;1200;46;;;
111025;1300;47;;;
111025;1400;51;;;
111025;1500;49;;;
111025;1600;46;;;
111025;1700;39;;;
111025;1800;24;;;
111025;1900;14;;;
111025;2000;8;;;
111025;2100;4;;;
111025;2200;1;;;
111025;2300;1;;;
111026;0000;1;;;
111026;0100;1;;;
111026;0200;1;;;
111026;0300;1;;;
111026;0400;1;;;
111026;0500;1;;;
111026;0600;1;;;
111026;0700;3;;;
111026;0800;12;;;
111026;0900;20;;;
111026;1000;36;;;
111026;1100;47;;;
111026;1200;53;;;
111026;1300;55;;;
111026;1400;56;;;
111026;1500;54;;;
111026;1600;47;;;
111026;1700;37;;;
111026;1800;22;;;
111026;1900;12;;;
111026;2000;3;;;
111026;2100;1;;;
111026;2200;1;;;
111026;2300;1;;;
111027;0000;1;;;
111027;0100;1;;;
111027;0200;3;;;
111027;0300;3;;;
111027;0400;1;;;
111027;0500;1;;;
111027;0600;1;;;
111027;0700;4;;;
111027;0800;15;;;
111027;0900;16;;;
111027;1000;37;;;
111027;1100;42;;;
111027;1200;43;;;
111027;1300;45;;;
111027;1400;43;;;
111027;1500;41;;;
111027;1600;37;;;
111027;1700;31;;;
111027;1800;18;;;
111027;1900;12;;;
111027;2000;9;;;
111027;2100;1;;;
111027;2200;1;;;
111027;2300;1;;;
111028;0000;6;;;
111028;0100;2;;;
111028;0200;1;;;
111028;0300;1;;;
111028;0400;1;;;
111028;0500;1;;;
111028;0600;1;;;
111028;0700;5;;;
111028;0800;10;;;
111028;0900;13;;;
111028;1000;22;;;
111028;1100;34;;;
111028;1200;42;;;
111028;1300;45;;;
